,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,_strategy,_equity_curve,_trades,Sector
DD,13/12/2012,9/12/2022,3648 days,50.95389507,9893.02563,17398.14126,-23.89980285,105.0367762,-2.698458507,18.09534756,0,0,0,-45.93109321,-5.991051187,3005 days,271 days,145,30.34482759,11.23183482,-10.1691605,-0.189009142,61 days,12 days,0.959243838,-0.084487807,-0.433383613,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05   9973.395587     0.426755              NaT
2022-12-06   9909.946017     0.430402              NaT
2022-12-07   9871.875415     0.432590              NaT
2022-12-08   9893.025630     0.431375              NaT
2022-12-09   9893.025630     0.431375        3005 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0     301       200      208   43.167064  45.882314  817.290198   0.062901 2013-10-01 2013-10-11  10 days
1     310       218      224   44.530469  43.407743 -348.044900  -0.025213 2013-10-25 2013-11-04  10 days
2     308       225      249   43.629046  46.331613  832.390822   0.061944 2013-11-05 2013-12-10  35 days
3     288       265      267   49.560142  48.660153 -259.196819  -0.018160 2014-01-03 2014-01-07   4 days
4     287       267      271   48.924619  47.989181 -268.470724  -0.019120 2014-01-07 2014-01-13   6 days
..    ...       ...      ...         ...        ...         ...        ...        ...        ...      ...
140  -198      2483     2488   56.575579  58.437013 -368.563855  -0.032902 2022-10-25 2022-11-01   7 days
141  -185      2488     2489   58.303836  60.001056 -313.985716  -0.029110 2022-11-01 2022-11-02   1 days
142  -175      2489     2491   60.131419  62.227618 -366.834862  -0.034860 2022-11-02 2022-11-04   2 days
143  -165      2491     2493   61.512037  63.688953 -359.191218  -0.035390 2022-11-04 2022-11-08   4 days
144   141      2501     2514   69.187950  69.849998   93.348812   0.009569 2022-11-18 2022-12-08  20 days

[145 rows x 10 columns]",Basic Materials
DE,13/12/2012,9/12/2022,3648 days,41.97138315,8352.179918,15142.28144,-35.75246217,524.5423826,-4.334553811,14.57924226,0,0,0,-54.32827837,-10.69383035,2502 days,365 days,140,25.71428571,18.75924852,-8.809122931,-0.314536144,58 days,10 days,0.880497037,-0.225848814,-0.912896625,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000      0.00000              NaT
2012-12-14  13000.000000      0.00000              NaT
2012-12-17  13000.000000      0.00000              NaT
2012-12-18  13000.000000      0.00000              NaT
2012-12-19  13000.000000      0.00000              NaT
...                  ...          ...              ...
2022-12-05   8352.179918      0.44842              NaT
2022-12-06   8352.179918      0.44842              NaT
2022-12-07   8352.179918      0.44842              NaT
2022-12-08   8352.179918      0.44842              NaT
2022-12-09   8352.179918      0.44842        2502 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0    -185       213      236   70.000321   71.102085 -203.826444  -0.015739 2013-10-18 2013-11-20  33 days
1     169       266      269   75.478330   74.406697 -181.106053  -0.014198 2014-01-06 2014-01-09   3 days
2     168       269      278   74.697635   73.596057 -185.065217  -0.014747 2014-01-09 2014-01-23  14 days
3     168       278      279   73.774184   72.722545 -176.675366  -0.014255 2014-01-23 2014-01-24   1 days
4     170       279      286   71.818162   70.643871 -199.629539  -0.016351 2014-01-24 2014-02-04  11 days
..    ...       ...      ...         ...         ...         ...        ...        ...        ...      ...
135   -28      2422     2430  341.374781  352.053227 -298.996492  -0.031281 2022-07-29 2022-08-10  12 days
136   -26      2430     2431  350.506475  359.937120 -245.196772  -0.026906 2022-08-10 2022-08-11   1 days
137    25      2445     2456  364.784907  353.728874 -276.400810  -0.030308 2022-08-31 2022-09-16  16 days
138   -24      2469     2473  355.058449  365.905317 -260.324833  -0.030550 2022-10-05 2022-10-11   6 days
139   -23      2474     2476  360.487571  370.723902 -235.435606  -0.028396 2022-10-12 2022-10-14   2 days

[140 rows x 10 columns]",Industrials
DFS,13/12/2012,9/12/2022,3648 days,50.43720191,14117.1317,18342.83997,8.593320801,212.5631705,0.829126185,20.71385739,0.040027609,0.05780843,0.014087956,-58.8535464,-4.387311405,2996 days,146 days,155,29.67741935,18.05097229,-13.9964137,0.055393951,63 days,12 days,1.089547939,0.164964036,0.168141563,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05  14274.372419     0.221801              NaT
2022-12-06  14274.372419     0.221801              NaT
2022-12-07  14228.101370     0.224324              NaT
2022-12-08  14117.131704     0.230374              NaT
2022-12-09  14117.131704     0.230374        2996 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0     316       204      205   41.112537   40.278889 -263.432491  -0.020277 2013-10-07 2013-10-08   1 days
1     315       205      208   40.334636   42.578254  706.739863   0.055625 2013-10-08 2013-10-11   3 days
2     315       217      260   42.569011   45.291472  857.575041   0.063954 2013-10-24 2013-12-26  63 days
3     323       276      278   44.268872   43.432968 -269.997174  -0.018882 2014-01-21 2014-01-23   2 days
4     322       278      279   43.529547   45.852147  747.877174   0.053357 2014-01-23 2014-01-24   1 days
..    ...       ...      ...         ...         ...         ...        ...        ...        ...      ...
150  -171      2469     2483   95.951298   99.252329 -564.476273  -0.034403 2022-10-05 2022-10-25  20 days
151  -160      2483     2484   99.216498  102.841936 -580.069988  -0.036541 2022-10-25 2022-10-26   1 days
152  -151      2484     2486  101.449542  105.166397 -561.245116  -0.036637 2022-10-26 2022-10-28   2 days
153  -141      2486     2496  104.843763  108.462805 -510.284849  -0.034518 2022-10-28 2022-11-11  14 days
154   137      2512     2514  104.077743  102.930000 -157.240715  -0.011028 2022-12-06 2022-12-08   2 days

[155 rows x 10 columns]",Financial Services
DG,13/12/2012,9/12/2022,3648 days,46.18441971,17060.25343,23274.77629,31.23271872,486.5782805,2.759735857,15.23434711,0.181152224,0.272421592,0.092894839,-29.70817194,-4.524333255,1378 days,88 days,144,29.86111111,11.59552205,-6.66854932,0.190082314,73 days,11 days,1.166865769,0.276046424,0.511885942,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05  17060.253434     0.267007              NaT
2022-12-06  17060.253434     0.267007              NaT
2022-12-07  17060.253434     0.267007              NaT
2022-12-08  17060.253434     0.267007              NaT
2022-12-09  17060.253434     0.267007         738 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0     248       206      217   52.416234   55.034632   649.362518   0.049954 2013-10-09 2013-10-24  15 days
1     255       222      228   53.414638   52.449464  -246.119387  -0.018069 2013-10-31 2013-11-08   8 days
2     248       236      237   53.923091   52.949914  -241.347947  -0.018048 2013-11-20 2013-11-21   1 days
3     245       237      242   53.562550   52.543792  -249.595796  -0.019020 2013-11-21 2013-11-29   8 days
4     248       243      246   52.037212   54.589234   632.901333   0.049042 2013-12-02 2013-12-05   3 days
..    ...       ...      ...         ...         ...          ...        ...        ...        ...      ...
139    70      2439     2441  247.526322  242.347348  -362.528141  -0.020923 2022-08-23 2022-08-25   2 days
140    69      2441     2442  246.006779  240.094110  -407.974145  -0.024035 2022-08-25 2022-08-26   1 days
141    70      2442     2484  236.249678  253.619181  1215.865204   0.073522 2022-08-26 2022-10-26  61 days
142    72      2491     2494  248.596206  242.462446  -441.630698  -0.024674 2022-11-04 2022-11-09   5 days
143    69      2507     2509  253.355706  246.780619  -453.681021  -0.025952 2022-11-29 2022-12-01   2 days

[144 rows x 10 columns]",Consumer Defensive
DGX,13/12/2012,9/12/2022,3648 days,48.13195548,7309.51309,13151.34715,-43.77297623,210.8454161,-5.603747078,13.58904688,0,0,0,-46.92787066,-39.45569551,2367 days,1674 days,136,24.26470588,15.96649664,-9.122923639,-0.425204347,72 days,12 days,0.79300923,-0.358900347,-1.325977711,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05   7233.673002     0.449967              NaT
2022-12-06   7236.073149     0.449785              NaT
2022-12-07   7237.513090     0.449675              NaT
2022-12-08   7309.513090     0.444200              NaT
2022-12-09   7309.513090     0.444200         980 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0     265       207      212   48.905274   47.912411 -263.108752  -0.020302 2013-10-10 2013-10-17   7 days
1     243       232      234   52.231769   51.362921 -211.130078  -0.016634 2013-11-14 2013-11-18   4 days
2     242       234      235   51.573121   50.716735 -207.245402  -0.016605 2013-11-18 2013-11-19   1 days
3     240       235      243   51.289676   50.417676 -209.280066  -0.017001 2013-11-19 2013-12-02  13 days
4     239       243      247   50.647705   49.856017 -189.213371  -0.015631 2013-12-02 2013-12-06   4 days
..    ...       ...      ...         ...         ...         ...        ...        ...        ...      ...
131   -52      2429     2431  138.184214  141.192958 -156.454689  -0.021773 2022-08-09 2022-08-11   2 days
132   -54      2450     2459  129.240589  121.572274  414.089019   0.059334 2022-09-08 2022-09-21  13 days
133   -58      2469     2478  127.504482  130.593211 -179.146296  -0.024224 2022-10-05 2022-10-18  13 days
134   -56      2478     2480  129.320842  132.513308 -178.778112  -0.024686 2022-10-18 2022-10-20   2 days
135    48      2501     2514  146.712838  150.500000  181.783768   0.025813 2022-11-18 2022-12-08  20 days

[136 rows x 10 columns]",Healthcare
DHI,13/12/2012,9/12/2022,3648 days,50.31796502,16586.47838,19457.83436,27.58829523,399.9325792,2.470275899,22.52947636,0.109646397,0.165601086,0.060302405,-40.96479901,-11.63520958,1480 days,325 days,127,29.92125984,14.1287153,-11.02518786,0.192192553,69 days,14 days,1.154697759,0.351637503,0.419493781,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05  16352.948557     0.159570              NaT
2022-12-06  16196.619028     0.167604              NaT
2022-12-07  16652.097674     0.144196              NaT
2022-12-08  16586.478380     0.147568              NaT
2022-12-09  16586.478380     0.147568         980 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0    -725       217      229   17.929479  15.986140  1408.921067   0.108388 2013-10-24 2013-11-11  18 days
1    -815       232      241   17.676818  18.381938  -574.673127  -0.039890 2013-11-14 2013-11-27  13 days
2    -771       242      257   17.938493  18.567310  -484.818476  -0.035054 2013-11-29 2013-12-20  21 days
3    -718       257      258   18.570135  19.147283  -414.392138  -0.031079 2013-12-20 2013-12-23   3 days
4    -678       258      262   19.066428  19.655676  -399.510400  -0.030905 2013-12-23 2013-12-30   7 days
..    ...       ...      ...         ...        ...          ...        ...        ...        ...      ...
122  -177      2432     2444   79.329282  71.274047  1425.776619   0.101542 2022-08-12 2022-08-30  18 days
123  -212      2451     2475   72.970603  66.353314  1402.865189   0.090684 2022-09-09 2022-10-13  34 days
124  -225      2484     2488   74.940890  78.069363  -703.906510  -0.041746 2022-10-26 2022-11-01   6 days
125   215      2491     2493   75.111379  71.973854  -674.567860  -0.041772 2022-11-04 2022-11-08   4 days
126   193      2502     2514   80.556398  85.930000  1037.105205   0.066706 2022-11-21 2022-12-08  17 days

[127 rows x 10 columns]",Consumer Cyclical
DHR,13/12/2012,9/12/2022,3648 days,47.0190779,12602.43591,19807.73469,-3.058185308,578.3044566,-0.310602776,13.90855522,0,0,0,-36.37618784,-5.057229048,958 days,77 days,141,29.07801418,8.786154266,-7.275840891,-0.023372094,77 days,12 days,1.024359348,0.035643497,-0.061517002,Mean_Reversion_box3_4,"                 Equity  DrawdownPct DrawdownDuration
Date                                                 
2012-12-13  13000.00000     0.000000              NaT
2012-12-14  13000.00000     0.000000              NaT
2012-12-17  13000.00000     0.000000              NaT
2012-12-18  13000.00000     0.000000              NaT
2012-12-19  13000.00000     0.000000              NaT
...                 ...          ...              ...
2022-12-05  12602.43591     0.363762              NaT
2022-12-06  12602.43591     0.363762              NaT
2022-12-07  12602.43591     0.363762              NaT
2022-12-08  12602.43591     0.363762              NaT
2022-12-09  12602.43591     0.363762         365 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0     263       202      206   49.340722   48.586812 -198.278106  -0.015280 2013-10-03 2013-10-09   6 days
1     262       206      212   48.723882   51.429487  708.868391   0.055529 2013-10-09 2013-10-17   8 days
2     252       244      251   53.535301   52.784742 -189.140825  -0.014020 2013-12-03 2013-12-12   9 days
3     241       266      276   55.091733   56.989038  457.250377   0.034439 2014-01-06 2014-01-21  15 days
4     246       278      279   55.977385   55.114639 -212.235659  -0.015412 2014-01-23 2014-01-24   1 days
..    ...       ...      ...         ...         ...         ...        ...        ...        ...      ...
136   -57      2397     2406  254.430488  262.715776 -472.261396  -0.032564 2022-06-23 2022-07-07  14 days
137   -54      2406     2416  262.676231  270.342504 -413.978708  -0.029185 2022-07-07 2022-07-21  14 days
138   -49      2416     2421  278.409868  288.201443 -479.787166  -0.035170 2022-07-21 2022-07-28   7 days
139    46      2438     2442  286.282910  279.924988 -292.464424  -0.022209 2022-08-22 2022-08-26   4 days
140   -48      2495     2509  267.334255  277.238243 -475.391396  -0.037047 2022-11-10 2022-12-01  21 days

[141 rows x 10 columns]",Healthcare
DIS,13/12/2012,9/12/2022,3648 days,51.86804452,15501.29376,17530.1539,19.24072124,109.1585963,1.778163374,16.36154181,0.108679451,0.166013813,0.038203605,-46.54438662,-3.348359097,2678 days,120 days,132,29.54545455,15.17198732,-8.761849366,0.134653439,63 days,14 days,1.1374047,0.226213642,0.398392801,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05  15004.434165     0.144079              NaT
2022-12-06  15539.514075     0.113555              NaT
2022-12-07  15560.093985     0.112381              NaT
2022-12-08  15501.293761     0.115735              NaT
2022-12-09  15501.293761     0.115735        2678 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0     203       246      256   63.973291   66.660200   545.442492   0.042000 2013-12-05 2013-12-19  14 days
1     194       270      271   69.521410   68.394489  -218.622625  -0.016210 2014-01-10 2014-01-13   3 days
2     197       271      280   67.566435   66.326878  -244.192669  -0.018346 2014-01-13 2014-01-27  14 days
3     194       281      282   67.206785   65.960843  -241.712752  -0.018539 2014-01-28 2014-01-29   1 days
4     195       282      285   65.777456   64.483573  -252.307284  -0.019671 2014-01-29 2014-02-03   5 days
..    ...       ...      ...         ...         ...          ...        ...        ...        ...      ...
127  -143      2479     2482   98.792018  102.365521  -511.010993  -0.036172 2022-10-19 2022-10-24   5 days
128  -135      2482     2484  101.516561  105.098498  -483.561475  -0.035284 2022-10-24 2022-10-26   2 days
129  -126      2484     2488  104.420737  108.027480  -454.449591  -0.034540 2022-10-26 2022-11-01   6 days
130  -120      2488     2494  105.788000   90.550003  1828.559634   0.144043 2022-11-01 2022-11-09   8 days
131  -147      2504     2514   98.682237   92.550003   901.438428   0.062141 2022-11-23 2022-12-08  15 days

[132 rows x 10 columns]",Communication Services
DISH,13/12/2012,9/12/2022,3648 days,49.84101749,31137.69833,37065.61813,139.5207564,-59.29301258,9.142682687,25.64511524,0.356507764,0.584734471,0.165476241,-55.25072732,-5.067374789,1498 days,85 days,131,35.8778626,17.12751532,-10.37103255,0.669401285,77 days,13 days,1.364143062,0.869232109,1.065520239,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05  31392.997683     0.153043              NaT
2022-12-06  31427.038462     0.152124              NaT
2022-12-07  31427.038462     0.152124              NaT
2022-12-08  31137.698332     0.159930              NaT
2022-12-09  31137.698332     0.159930        1498 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice  ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0     267       220      223   48.526860  47.515209  -270.110855  -0.020847 2013-10-29 2013-11-01   3 days
1     267       229      231   47.595000  50.435490   758.410952   0.059680 2013-11-11 2013-11-13   2 days
2     273       236      240   49.388581  52.960551   975.147788   0.072324 2013-11-20 2013-11-26   6 days
3     270       252      257   53.396581  56.711378   894.995171   0.062079 2013-12-13 2013-12-20   7 days
4     273       271      275   56.061901  54.672944  -379.185199  -0.024775 2014-01-13 2014-01-17   4 days
..    ...       ...      ...         ...        ...          ...        ...        ...        ...      ...
126 -1272      2428     2433   19.151621  20.181887 -1310.498774  -0.053795 2022-08-08 2022-08-15   7 days
127 -1143      2433     2438   20.179559  17.508823  3052.651586   0.132349 2022-08-15 2022-08-22   7 days
128 -1353      2451     2458   19.291340  16.524721  3743.235895   0.143413 2022-09-09 2022-09-20  11 days
129 -1989      2469     2495   15.009920  15.940427 -1850.779268  -0.061993 2022-10-05 2022-11-10  36 days
130 -1702      2497     2514   16.457020  14.620000  3126.607846   0.111625 2022-11-14 2022-12-08  24 days

[131 rows x 10 columns]",Communication Services
DLR,13/12/2012,9/12/2022,3648 days,47.77424483,10444.50161,16036.759,-19.65767992,139.0587985,-2.168362067,14.90796236,0,0,0,-45.27811058,-9.702536532,1908 days,320 days,135,26.66666667,13.5658319,-4.289064456,-0.163573943,104 days,13 days,0.953436217,-0.083545135,-0.43094035,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05  10278.901253     0.359041              NaT
2022-12-06  10378.801308     0.352812              NaT
2022-12-07  10311.301308     0.357021              NaT
2022-12-08  10444.501610     0.348715              NaT
2022-12-09  10444.501610     0.348715        1908 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice          PnL  ReturnPct  EntryTime   ExitTime Duration
0    -341       209      212   38.095908   39.185070  -371.404226  -0.028590 2013-10-14 2013-10-17   3 days
1    -321       213      218   39.225812   40.320707  -351.461509  -0.027913 2013-10-18 2013-10-25   7 days
2    -303       218      221   40.390595   37.040086  1015.204235   0.082953 2013-10-25 2013-10-30   5 days
3    -397       233      244   33.457715   30.484985  1180.174003   0.088850 2013-11-15 2013-12-03  18 days
4    -440       256      258   32.833901   33.754520  -405.072420  -0.028039 2013-12-19 2013-12-23   4 days
..    ...       ...      ...         ...         ...          ...        ...        ...        ...      ...
130   -85      2452     2454  125.212269  116.760515   718.399139   0.067499 2022-09-12 2022-09-14   2 days
131  -119      2477     2483   94.959702   99.032584  -484.673054  -0.042891 2022-10-17 2022-10-25   8 days
132  -107      2483     2495  101.346903  105.124016  -404.151088  -0.037269 2022-10-25 2022-11-10  16 days
133   -96      2495     2496  108.372816  112.556691  -401.651990  -0.038606 2022-11-10 2022-11-11   1 days
134   -90      2496     2514  111.356842  107.320000   363.315792   0.036251 2022-11-11 2022-12-08  27 days

[135 rows x 10 columns]",Real Estate
DLTR,13/12/2012,9/12/2022,3648 days,51.2718601,7736.030413,14819.48738,-40.49207374,266.4006102,-5.06602997,17.33271195,0,0,0,-48.60519559,-7.621958013,2297 days,272 days,136,22.79411765,14.9969558,-10.02395489,-0.383766124,83 days,13 days,0.865905835,-0.279133963,-0.962946628,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05   7736.030413     0.477983              NaT
2022-12-06   7736.030413     0.477983              NaT
2022-12-07   7736.030413     0.477983              NaT
2022-12-08   7736.030413     0.477983              NaT
2022-12-09   7736.030413     0.477983        2297 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0     225       206      237   57.775320   56.707928 -240.163248  -0.018475 2013-10-09 2013-11-21  43 days
1     226       237      244   56.392559   55.102188 -291.623850  -0.022882 2013-11-21 2013-12-03  12 days
2     225       244      275   55.350482   54.281313 -240.563054  -0.019316 2013-12-03 2014-01-17  45 days
3     224       275      276   54.428640   53.497971 -208.469806  -0.017099 2014-01-17 2014-01-21   4 days
4    -234       290      292   51.227342   52.154111 -216.863873  -0.018091 2014-02-10 2014-02-12   2 days
..    ...       ...      ...         ...         ...         ...        ...        ...        ...      ...
131    52      2390     2394  155.320014  148.991957 -329.059009  -0.040742 2022-06-13 2022-06-17   4 days
132    51      2394     2405  150.390176  166.797183  836.757356   0.109096 2022-06-17 2022-07-06  19 days
133    54      2419     2441  158.135647  152.307540 -314.717817  -0.036855 2022-07-26 2022-08-25  30 days
134   -58      2450     2482  141.276878  146.477175 -301.617264  -0.036809 2022-09-08 2022-10-24  46 days
135   -53      2482     2483  148.702000  153.321048 -244.809567  -0.031062 2022-10-24 2022-10-25   1 days

[136 rows x 10 columns]",Consumer Defensive
DOV,13/12/2012,9/12/2022,3648 days,46.78060413,13521.08,20726.66574,4.008307679,288.3596186,0.394406469,15.99735074,0.024654487,0.034735333,0.008082122,-48.79986638,-4.924940359,1768 days,116 days,143,30.06993007,14.06411196,-9.499905836,0.026461206,129 days,12 days,1.064788423,0.114819561,0.074981715,Mean_Reversion_box3_4,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-13  13000.000000     0.000000              NaT
2012-12-14  13000.000000     0.000000              NaT
2012-12-17  13000.000000     0.000000              NaT
2012-12-18  13000.000000     0.000000              NaT
2012-12-19  13000.000000     0.000000              NaT
...                  ...          ...              ...
2022-12-05  13655.017736     0.341186              NaT
2022-12-06  13655.017736     0.341186              NaT
2022-12-07  13655.017736     0.341186              NaT
2022-12-08  13521.079998     0.347648              NaT
2022-12-09  13521.079998     0.347648        1768 days

[2516 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice         PnL  ReturnPct  EntryTime   ExitTime Duration
0     262       204      206   49.596038   48.741979 -223.763454  -0.017220 2013-10-07 2013-10-09   2 days
1     262       206      212   48.671474   47.796185 -229.325661  -0.017984 2013-10-09 2013-10-17   8 days
2     251       213      257   49.831394   52.706391  721.624361   0.057695 2013-10-18 2013-12-20  63 days
3     249       266      270   53.220142   52.424480 -198.119952  -0.014950 2014-01-06 2014-01-10   4 days
4     257       279      283   50.823272   49.789746 -265.616189  -0.020336 2014-01-24 2014-01-30   6 days
..    ...       ...      ...         ...         ...         ...        ...        ...        ...      ...
138  -102      2432     2442  138.146859  130.102700  820.504225   0.058229 2022-08-12 2022-08-26  14 days
139  -121      2469     2483  123.383011  127.103216 -450.144781  -0.030152 2022-10-05 2022-10-25  20 days
140  -114      2483     2486  126.574979  130.558339 -454.103057  -0.031470 2022-10-25 2022-10-28   3 days
141  -107      2486     2495  131.149133  134.969219 -408.749191  -0.029128 2022-10-28 2022-11-10  13 days
142    98      2513     2514  138.626706  137.259995 -133.937738  -0.009859 2022-12-07 2022-12-08   1 days

[143 rows x 10 columns]",Industrials
